0 h ,0 h 10 min,0 h 20 min,0 h 30 min,0 h 40 min,0 h 50 min,1 h ,1 h 10 min,1 h 20 min,1 h 30 min,1 h 40 min,1 h 50 min,2 h ,2 h 10 min,2 h 20 min,2 h 30 min,2 h 40 min,2 h 50 min,3 h ,3 h 10 min,3 h 20 min,3 h 30 min,3 h 40 min,3 h 50 min,4 h ,4 h 10 min,4 h 20 min,4 h 30 min,4 h 40 min,4 h 50 min,5 h ,5 h 10 min,5 h 20 min,5 h 30 min,5 h 40 min,5 h 50 min,6 h ,6 h 10 min,6 h 20 min,6 h 30 min,6 h 40 min,6 h 50 min,7 h ,7 h 10 min,7 h 20 min,7 h 30 min,7 h 40 min,7 h 50 min,8 h 
1.00380047505938,1.01227764674764,1.00204189171387,1.0073400598736,1.00722311396469,1.00270762128812,1.00438752783964,1.00572079823013,1.00120611096221,0.998227268647339,0.99874185576275,1.00024659253945,1.00073997667952,0.986779728917674,0.983404321055768,0.976969670559526,0.969351466689657,0.957722576950001,0.955992724687977,0.943381163899863,0.934449403259355,0.918808641488607,0.916785054004087,0.911303386632616,0.899721867247989,0.896216475980999,0.884955912440477,0.873623836920236,0.866944628589372,0.857374001652437,0.850692975479329,0.844450742735199,0.837765739816375,0.82383394619702,0.815913475222162,0.806564300020183,0.798736681887367,0.788254310344828,0.776112837956718,0.766085569336457,0.759561676544579,0.748622955403327,0.740504505987408,0.730084260195484,0.721140823751228,0.709898500306193,0.706352469548235,0.70069122962775,0.6996310706506
0.999719283092205,1.01174862785725,1.00226144996268,1.00807184832021,1.00762439807384,1.00599227662124,1.00327394209354,1.00397774251939,1.00433306530868,1.00085270622027,1.00408896877106,0.997915172166428,1.00376715400484,0.994302374752398,0.992231809855891,0.979061356109465,0.978985710282992,0.970832184298169,0.963142600296866,0.957218594559187,0.949716270522426,0.941417645667429,0.934455580422302,0.925139600922414,0.920469067127716,0.917453745633329,0.909959986239612,0.906829320264223,0.90293430096647,0.901611126411457,0.888903931091669,0.889498341141361,0.875423465296303,0.873927488549126,0.862512254514405,0.864941234920586,0.856438356164384,0.843166307471264,0.831388188376048,0.83021227059111,0.823149845790872,0.815182440933874,0.810940564860156,0.802130097741827,0.798005682874366,0.786147050775906,0.781698103510305,0.774468894666751,0.780631838728768
1.00110127402289,1.01024974100117,0.999648706801914,1.00425767823484,1.01375512751917,1.00528208087354,1.00467706013363,1.0061006949876,0.999932993835433,1.00262543757293,1.00388676701865,1.00107604017217,0.997040093281909,0.992966993834991,0.993004215125902,0.98289611295102,0.97676573916417,0.964022825141596,0.964961428302636,0.951814627556138,0.942325168117288,0.931049436253252,0.929454120852389,0.91766880753178,0.912801623693904,0.906641036541412,0.885788778041317,0.881738759855103,0.873347056976379,0.86634191682732,0.859458819149476,0.855604274686984,0.845392206601967,0.8365105477066,0.825732899022801,0.817711810461271,0.810213089802131,0.799509099616858,0.791287901002874,0.787283884968598,0.775835358660584,0.766978889976234,0.754989506604666,0.745439838220425,0.739610165440688,0.729677259638562,0.720486200339209,0.716113894349673,0.715899218071242
0.999071474843446,1.00817775034717,0.996355333069863,1.0023949440071,1.00847155341537,1.0019752319233,1.00271714922049,1.00683814163445,1.0002010184937,1.0022888430123,1.00233655358346,1.00089670014347,1.00672706072293,1.00160245710089,1.00527442455807,1.00180843646505,1.00004310623532,1.00328800831548,1.00048083958773,0.993715841401756,0.993699388113653,0.984526531577702,0.980286075703026,0.975071944502678,0.974310305946027,0.973605899857679,0.965001538990784,0.960668371333191,0.957398555528418,0.957122693472873,0.952464758939299,0.948200263416748,0.93929921607777,0.932165666731179,0.929856740773536,0.924389448679532,0.915403348554033,0.911218869731801,0.903598029441088,0.894209626191058,0.887533933114456,0.882329092688383,0.876699175616916,0.872760364004044,0.868895557266909,0.856740804440449,0.853985712083055,0.85150611960175,0.85309560684471
0.995163031742604,1.01018361363987,1.00259078733588,1.00616476327753,1.00963081861958,1.0011318744729,1.0013140311804,0.999553062638271,0.997587778075583,1.00350058343057,1.00384183329589,1.00468525824964,1.00544891918558,1.00151343170639,1.00531856200207,1.0020263203765,1.01060413388797,1.00873973823211,1.00537285974118,1.0029476183653,1.00862295280599,1.00439564771742,1.00934124744575,1.00560309504298,1.00723521010298,1.00415873426612,1.00307798156832,1.00472334682861,1.00305292906737,1.00643762049022,1.00729358807304,1.00073356562912,1.00283128487963,1.00761241210245,1.00439581290914,1.00344672328401,0.998432267884323,1.00182590996169,0.99706762066741,1.00122159784999,1.0006537898492,1.00314553334265,1.00108363167497,1.00854735422986,1.0092545874605,1.00409125851803,1.00504959654623,1.01269579554823,1.01123156927184
0.993651479162168,1.00372517468645,0.993852369033505,1.00463466016188,1.00178348492955,0.997225797860535,0.999554565701559,0.999083778408456,0.997275082640936,0.996117942734045,1.0033924960683,0.997668579626973,1.00204054175262,0.997774365137656,1.00152274181802,1.00333362384522,1.00355626441365,1.00311830466049,1.00388852883992,1.00135099175076,1.00430137926856,0.99911298588662,1.00829035710811,1.00741361895142,1.00920844922198,1.01456481156313,1.00505151092683,1.01136444349741,1.01018806043055,1.01802189479482,1.01702401299646,1.01938947333322,1.02281393712256,1.03482033417199,1.03058094304418,1.03836420376034,1.03633181126332,1.04216056034483,1.04504134654859,1.04146246820253,1.04791142568826,1.05459247868027,1.05381122861885,1.06088304684867,1.06401200308044,1.06069134451263,1.06216271778794,1.05964867778553,1.06893816341178
1.00142517814727,1.00974276456455,1.00419356255215,1.0090697416565,1.01047797396112,1.00639176172933,1.00518930957684,1.00766497575365,1.00556151165907,1.01193788708374,1.0082004044035,1.00836172883788,1.01188447394385,1.01106140526585,1.01972943746828,1.01743071291616,1.02135913959954,1.02174328079591,1.0261325862898,1.02190244201994,1.02982693511581,1.02686667192305,1.03662547436022,1.02986411541613,1.03021874765091,1.03302959170471,1.02972968079521,1.03517650401307,1.02988381424235,1.03976177361608,1.04256003249116,1.04973241526483,1.05050488519385,1.06354428746532,1.05441004395813,1.06409042214597,1.06305936073059,1.06948934386973,1.07116884640197,1.07707563846452,1.08338663141887,1.08157416468615,1.08146441161543,1.08516346477924,1.08099423745917,1.08281541127572,1.08168011512566,1.08505295199442,1.09170349664438
0.994364068235802,1.00357087751008,0.996487068019145,1.00303803082382,0.998082753700731,0.996537795729948,0.998975501113586,1.00236876801716,0.996873045653534,0.999169733417108,1.00458323972141,1.00481976327116,1.01616736927079,1.01226324809152,1.01838324542626,1.0149904131079,1.02403172618919,1.02819201968562,1.03677377542701,1.03328352404151,1.04618429289768,1.03483008751873,1.04610294833123,1.04652093537383,1.04942494174246,1.05467349315195,1.04618782929876,1.04916897506925,1.04891664631381,1.05874759019554,1.05851792936558,1.07127256964705,1.0643503592295,1.07491452164376,1.07420701432592,1.08388579235821,1.08095890410959,1.0902029454023,1.09121165914023,1.09623316710021,1.10670987364801,1.10692017335384,1.1101463588604,1.11127738456353,1.10606261783998,1.11181904650223,1.11120676363263,1.11742025493056,1.12138153338622
0.992636579572446,0.999228514118192,0.99354498748518,1.00013305244484,1.00185036561441,0.994629144657996,1.00073496659243,0.99774296632327,0.993880103636201,1.00038147383538,1.00244888789036,1.00365405308465,1.00825186115347,1.01460016469698,1.00909231346413,1.01649381209691,1.01700540983253,1.02431004857767,1.0266552380156,1.01807463205944,1.01892202992791,1.0217022786407,1.0237034153936,1.01726668064264,1.01683830714876,1.01578470694786,1.01394144592711,1.01157752681298,1.0137294581487,1.01511291655191,1.00810586702317,1.00896950701055,1.00004909742566,1.00772530804464,1.00414281648272,0.998338741480228,0.994459665144597,0.992516762452107,0.982552342971087,0.979232836550207,0.975525519123353,0.976737033412554,0.971784425880965,0.964988203572632,0.966234697400218,0.960663982592607,0.959538983399291,0.959008180607521,0.960387312859643
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
